Latitude X,Longitude X,Traffic Violence,Crashdate,Crashseverity
39.125771,-84.533329,Injury,3/29/2020 11:50:00 AM,3 - MINOR INJURY SUSPECTED
39.136572,-84.537692,Injury,5/9/2021 5:23:00 PM,3 - MINOR INJURY SUSPECTED
39.136082,-84.536832,Injury,5/9/2021 5:23:00 PM,3 - MINOR INJURY SUSPECTED
39.148615,-84.489721,Injury,3/28/2021 2:05:00 AM,3 - MINOR INJURY SUSPECTED
39.137412,-84.541165,Injury,10/25/2020 8:18:00 PM,3 - MINOR INJURY SUSPECTED
39.134008,-84.520177,Injury,5/19/2019 12:16:06 AM,3 - MINOR INJURY SUSPECTED
39.111638,-84.511007,Injury,7/18/2021 4:55:00 AM,3 - MINOR INJURY SUSPECTED
39.113528,-84.509987,Injury,7/18/2021 4:55:00 AM,3 - MINOR INJURY SUSPECTED
39.137941,-84.537082,Injury,7/4/2021 12:24:00 AM,3 - MINOR INJURY SUSPECTED
39.106453,-84.532647,Injury,5/2/2021 4:08:00 PM,3 - MINOR INJURY SUSPECTED
39.204031,-84.563399,Injury,6/27/2021 4:22:00 PM,3 - MINOR INJURY SUSPECTED
39.203771,-84.564069,Injury,6/27/2021 4:22:00 PM,3 - MINOR INJURY SUSPECTED
39.129791,-84.605391,Injury,1/9/2022 2:40:00 AM,3 - MINOR INJURY SUSPECTED
39.125869,-84.563171,Injury,3/3/2019 1:43:00 PM,3 - MINOR INJURY SUSPECTED
39.210413,-84.473976,Injury,7/3/2022 11:03:00 AM,3 - MINOR INJURY SUSPECTED
39.193081,-84.483953,Injury,7/26/2020 1:12:00 PM,3 - MINOR INJURY SUSPECTED
39.109001,-84.521298,Injury,10/3/2021 6:53:00 AM,3 - MINOR INJURY SUSPECTED
39.174285,-84.478067,Injury,8/21/2022 6:18:00 PM,3 - MINOR INJURY SUSPECTED
39.161878,-84.508088,Injury,3/8/2020 1:59:00 PM,3 - MINOR INJURY SUSPECTED
39.162448,-84.507008,Injury,3/8/2020 1:59:00 PM,3 - MINOR INJURY SUSPECTED
39.146445,-84.468706,Injury,7/18/2021 1:46:00 AM,3 - MINOR INJURY SUSPECTED
39.209369,-84.475178,Injury,10/3/2021 2:56:00 PM,3 - MINOR INJURY SUSPECTED
39.163433,-84.509458,Injury,2/10/2019 11:19:00 AM,3 - MINOR INJURY SUSPECTED
39.201811,-84.562475,Injury,8/15/2021 6:23:00 PM,3 - MINOR INJURY SUSPECTED
39.149411,-84.520571,Injury,4/10/2022 9:10:00 AM,3 - MINOR INJURY SUSPECTED
39.103809,-84.511636,Injury,6/19/2022 1:45:00 PM,3 - MINOR INJURY SUSPECTED
39.136761,-84.469331,Injury,12/1/2019 1:10:00 PM,3 - MINOR INJURY SUSPECTED
39.106854,-84.538381,Injury,6/5/2022 4:57:00 PM,3 - MINOR INJURY SUSPECTED
39.128191,-84.568201,Injury,8/18/2019 4:10:00 PM,3 - MINOR INJURY SUSPECTED
39.129116,-84.604439,Injury,6/5/2022 12:58:00 PM,3 - MINOR INJURY SUSPECTED
39.1341,-84.5014,Injury,3/21/2021 12:00:00 AM,3 - MINOR INJURY SUSPECTED
39.144659,-84.468964,Injury,6/21/2020 3:53:00 AM,3 - MINOR INJURY SUSPECTED
39.16191,-84.54867,Injury,1/12/2020 9:57:00 PM,3 - MINOR INJURY SUSPECTED
39.119621,-84.523471,Injury,10/25/2020 2:47:00 AM,3 - MINOR INJURY SUSPECTED
39.126841,-84.548071,Injury,12/27/2020 10:02:00 PM,3 - MINOR INJURY SUSPECTED
39.164086,-84.551817,Injury,4/28/2019 9:37:00 PM,3 - MINOR INJURY SUSPECTED
39.192241,-84.511202,Injury,9/4/2022 2:24:00 PM,3 - MINOR INJURY SUSPECTED
39.177515,-84.458691,Injury,9/11/2022 5:55:00 PM,3 - MINOR INJURY SUSPECTED
39.110751,-84.566801,Injury,10/18/2020 12:00:00 PM,3 - MINOR INJURY SUSPECTED
39.134271,-84.572601,Injury,4/19/2020 4:23:00 PM,3 - MINOR INJURY SUSPECTED
39.133231,-84.573371,Injury,4/19/2020 4:23:00 PM,3 - MINOR INJURY SUSPECTED
39.136965,-84.472035,Injury,7/17/2022 12:47:00 PM,3 - MINOR INJURY SUSPECTED
39.203691,-84.548671,Injury,12/1/2019 8:04:00 PM,3 - MINOR INJURY SUSPECTED
39.203061,-84.547231,Injury,12/1/2019 8:04:00 PM,3 - MINOR INJURY SUSPECTED
39.101226,-84.520366,Injury,6/9/2019 11:15:00 PM,3 - MINOR INJURY SUSPECTED
39.101086,-84.518746,Injury,6/9/2019 11:15:00 PM,3 - MINOR INJURY SUSPECTED
39.141296,-84.481001,Injury,3/3/2019 2:10:00 PM,3 - MINOR INJURY SUSPECTED
39.201229,-84.564686,Injury,9/22/2019 12:15:00 PM,3 - MINOR INJURY SUSPECTED
39.123119,-84.532331,Injury,8/11/2019 6:22:00 PM,3 - MINOR INJURY SUSPECTED
39.121916,-84.583001,Injury,1/30/2022 11:10:00 AM,3 - MINOR INJURY SUSPECTED
39.120758,-84.700336,Injury,3/27/2022 1:03:00 PM,3 - MINOR INJURY SUSPECTED
39.135514,-84.533567,Injury,1/31/2021 10:42:00 PM,3 - MINOR INJURY SUSPECTED
39.117673,-84.532049,Injury,8/23/2020 6:50:00 PM,3 - MINOR INJURY SUSPECTED
39.176796,-84.478198,Injury,11/15/2020 11:55:00 AM,3 - MINOR INJURY SUSPECTED
39.173345,-84.478087,Injury,8/21/2022 6:18:00 PM,3 - MINOR INJURY SUSPECTED
39.193632,-84.480203,Injury,8/15/2021 8:00:00 PM,3 - MINOR INJURY SUSPECTED
39.143012,-84.618611,Injury,7/10/2022 6:45:00 PM,3 - MINOR INJURY SUSPECTED
39.142822,-84.619671,Injury,7/10/2022 6:45:00 PM,3 - MINOR INJURY SUSPECTED
39.137416,-84.540441,Injury,4/7/2019 12:00:00 AM,3 - MINOR INJURY SUSPECTED
39.1947,-84.47574,Injury,8/8/2021 1:38:00 AM,3 - MINOR INJURY SUSPECTED
39.113123,-84.53087,Injury,7/24/2022 12:03:00 AM,3 - MINOR INJURY SUSPECTED
39.114078,-84.577988,Injury,5/1/2022 7:53:00 PM,3 - MINOR INJURY SUSPECTED
39.140055,-84.613599,Injury,11/1/2020 8:45:00 PM,3 - MINOR INJURY SUSPECTED
39.111343,-84.53134,Injury,7/24/2022 12:03:00 AM,3 - MINOR INJURY SUSPECTED
39.104539,-84.507307,Injury,2/23/2020 5:30:00 PM,3 - MINOR INJURY SUSPECTED
39.127926,-84.498728,Injury,6/28/2020 4:07:00 AM,3 - MINOR INJURY SUSPECTED
39.117121,-84.439048,Injury,12/5/2021 5:21:00 PM,3 - MINOR INJURY SUSPECTED
39.116931,-84.438818,Injury,12/5/2021 5:21:00 PM,3 - MINOR INJURY SUSPECTED
39.149761,-84.589081,Injury,8/28/2022 4:11:00 PM,3 - MINOR INJURY SUSPECTED
39.189281,-84.574791,Injury,2/20/2022 6:50:00 PM,3 - MINOR INJURY SUSPECTED
39.112554,-84.518645,Injury,7/4/2021 5:08:00 AM,3 - MINOR INJURY SUSPECTED
39.137046,-84.604674,Injury,1/19/2020 10:42:00 PM,3 - MINOR INJURY SUSPECTED
39.168578,-84.470172,Injury,4/24/2022 5:24:00 PM,3 - MINOR INJURY SUSPECTED
39.109721,-84.594421,Injury,2/13/2022 4:45:00 PM,3 - MINOR INJURY SUSPECTED
39.14399,-84.576046,Injury,7/11/2021 4:22:00 AM,3 - MINOR INJURY SUSPECTED
39.189531,-84.515641,Injury,11/1/2020 6:54:00 PM,3 - MINOR INJURY SUSPECTED
39.186524,-84.482819,Injury,3/15/2020 6:37:00 PM,3 - MINOR INJURY SUSPECTED
39.145641,-84.537551,Injury,7/21/2019 11:35:00 PM,3 - MINOR INJURY SUSPECTED
39.134641,-84.549381,Injury,9/27/2020 7:30:51 AM,3 - MINOR INJURY SUSPECTED
39.141341,-84.591631,Injury,9/19/2021 10:30:00 AM,3 - MINOR INJURY SUSPECTED
39.109255,-84.530992,Injury,10/4/2020 4:35:00 PM,3 - MINOR INJURY SUSPECTED
39.122793,-84.534474,Injury,2/28/2021 10:06:00 PM,3 - MINOR INJURY SUSPECTED
39.129098,-84.518681,Injury,5/22/2022 7:01:00 PM,3 - MINOR INJURY SUSPECTED
39.108033,-84.578066,Injury,3/10/2019 3:30:00 PM,3 - MINOR INJURY SUSPECTED
39.131394,-84.461961,Injury,4/25/2021 3:07:00 PM,3 - MINOR INJURY SUSPECTED
39.131944,-84.463271,Injury,4/25/2021 3:07:00 PM,3 - MINOR INJURY SUSPECTED
39.145991,-84.496561,Injury,2/7/2021 12:33:00 AM,3 - MINOR INJURY SUSPECTED
39.183375,-84.427487,Injury,7/11/2021 1:15:00 AM,3 - MINOR INJURY SUSPECTED
39.179121,-84.486561,Injury,11/7/2021 5:05:00 PM,3 - MINOR INJURY SUSPECTED
39.186854,-84.482989,Injury,3/15/2020 6:37:00 PM,3 - MINOR INJURY SUSPECTED
39.171096,-84.560415,Injury,5/29/2022 8:25:00 PM,3 - MINOR INJURY SUSPECTED
39.172066,-84.560695,Injury,5/29/2022 8:25:00 PM,3 - MINOR INJURY SUSPECTED
39.126251,-84.560146,Injury,5/19/2019 5:58:00 PM,3 - MINOR INJURY SUSPECTED
39.143011,-84.591511,Injury,9/19/2021 10:30:00 AM,3 - MINOR INJURY SUSPECTED
39.141771,-84.591061,Injury,9/19/2021 10:30:00 AM,3 - MINOR INJURY SUSPECTED
39.127383,-84.574065,Injury,9/20/2020 2:49:00 PM,3 - MINOR INJURY SUSPECTED
39.239237,-84.451221,Injury,5/12/2019 5:40:00 AM,3 - MINOR INJURY SUSPECTED
39.140397,-84.581831,Injury,12/26/2021 1:20:00 PM,3 - MINOR INJURY SUSPECTED
39.140141,-84.580796,Injury,4/26/2020 3:40:00 PM,3 - MINOR INJURY SUSPECTED
39.223391,-84.439516,Injury,4/14/2019 5:30:00 AM,3 - MINOR INJURY SUSPECTED
39.139521,-84.601091,Injury,4/3/2022 6:18:00 PM,3 - MINOR INJURY SUSPECTED
39.141491,-84.580776,Injury,4/26/2020 3:40:00 PM,3 - MINOR INJURY SUSPECTED
39.115359,-84.574122,Injury,5/24/2020 4:45:00 PM,3 - MINOR INJURY SUSPECTED
39.111502,-84.585221,Injury,9/27/2020 2:00:00 AM,3 - MINOR INJURY SUSPECTED
39.168596,-84.477565,Injury,6/26/2022 11:50:00 AM,3 - MINOR INJURY SUSPECTED
39.150473,-84.381666,Injury,1/30/2022 8:09:14 PM,3 - MINOR INJURY SUSPECTED
39.140771,-84.601061,Injury,4/3/2022 6:18:00 PM,3 - MINOR INJURY SUSPECTED
39.192641,-84.478129,Injury,12/20/2020 8:50:00 PM,3 - MINOR INJURY SUSPECTED
39.098055,-84.518991,Injury,7/18/2021 9:06:00 AM,3 - MINOR INJURY SUSPECTED
39.088417,-84.565468,Injury,2/17/2019 12:45:00 AM,4 - INJURY POSSIBLE
39.104525,-84.541876,Injury,7/11/2021 9:19:19 AM,4 - INJURY POSSIBLE
39.141936,-84.471495,Injury,1/16/2022 3:20:02 PM,4 - INJURY POSSIBLE
39.127241,-84.533583,Injury,7/11/2021 8:03:00 AM,4 - INJURY POSSIBLE
39.127281,-84.511888,Injury,8/1/2021 6:13:00 PM,4 - INJURY POSSIBLE
39.102701,-84.548221,Injury,6/7/2020 8:04:00 PM,4 - INJURY POSSIBLE
39.175077,-84.433581,Injury,3/1/2020 3:00:00 PM,4 - INJURY POSSIBLE
39.163339,-84.422261,Injury,2/3/2019 2:40:00 PM,4 - INJURY POSSIBLE
39.181262,-84.431294,Injury,1/30/2022 11:08:00 AM,4 - INJURY POSSIBLE
39.100966,-84.554196,Injury,11/22/2020 1:26:00 PM,4 - INJURY POSSIBLE
39.101856,-84.498329,Injury,8/1/2021 7:07:00 PM,4 - INJURY POSSIBLE
39.094666,-84.522182,Injury,6/20/2021 1:24:00 AM,4 - INJURY POSSIBLE
39.093386,-84.522702,Injury,6/20/2021 1:24:00 AM,4 - INJURY POSSIBLE
39.146626,-84.539038,Injury,4/14/2019 5:14:00 PM,4 - INJURY POSSIBLE
39.181062,-84.431144,Injury,1/30/2022 11:08:00 AM,4 - INJURY POSSIBLE
39.101386,-84.553746,Injury,11/22/2020 1:26:00 PM,4 - INJURY POSSIBLE
39.102066,-84.497859,Injury,8/1/2021 7:07:00 PM,4 - INJURY POSSIBLE
39.104821,-84.510711,Injury,4/3/2022 6:45:00 PM,4 - INJURY POSSIBLE
39.103341,-84.509541,Injury,4/3/2022 6:45:00 PM,4 - INJURY POSSIBLE
39.132765,-84.520618,Injury,2/2/2020 11:20:34 AM,4 - INJURY POSSIBLE
39.187672,-84.497761,Injury,7/31/2022 12:22:00 PM,4 - INJURY POSSIBLE
39.092888,-84.388926,Injury,8/29/2021 11:59:02 AM,4 - INJURY POSSIBLE
39.163289,-84.422021,Injury,6/27/2021 3:05:00 PM,4 - INJURY POSSIBLE
39.134601,-84.502594,Injury,7/4/2021 11:29:00 PM,4 - INJURY POSSIBLE
39.105479,-84.519356,Injury,2/10/2019 5:41:00 PM,4 - INJURY POSSIBLE
39.104289,-84.519456,Injury,2/10/2019 5:41:00 PM,4 - INJURY POSSIBLE
39.138151,-84.454591,Injury,1/9/2022 12:16:35 PM,4 - INJURY POSSIBLE
39.162071,-84.420841,Injury,5/1/2022 5:01:03 PM,4 - INJURY POSSIBLE
39.155901,-84.549811,Injury,6/5/2022 11:33:00 PM,4 - INJURY POSSIBLE
39.127141,-84.485851,Injury,4/28/2019 11:50:00 PM,4 - INJURY POSSIBLE
39.115732,-84.528071,Injury,6/7/2020 12:30:08 AM,4 - INJURY POSSIBLE
39.097541,-84.511837,Injury,8/23/2020 8:24:00 PM,4 - INJURY POSSIBLE
39.171778,-84.426215,Injury,5/2/2021 12:45:00 PM,4 - INJURY POSSIBLE
39.163251,-84.420981,Injury,5/1/2022 5:01:03 PM,4 - INJURY POSSIBLE
39.154511,-84.550571,Injury,6/5/2022 11:33:00 PM,4 - INJURY POSSIBLE
39.141776,-84.420381,Injury,1/9/2022 11:26:44 AM,4 - INJURY POSSIBLE
39.113761,-84.527131,Injury,7/14/2019 1:50:35 AM,4 - INJURY POSSIBLE
39.104245,-84.548325,Injury,11/8/2020 5:37:00 PM,4 - INJURY POSSIBLE
39.108074,-84.503957,Injury,12/23/2018 2:58:00 PM,4 - INJURY POSSIBLE
39.143181,-84.520461,Injury,6/12/2022 5:02:00 PM,4 - INJURY POSSIBLE
39.125125,-84.547251,Injury,8/7/2022 7:38:00 PM,4 - INJURY POSSIBLE
39.149218,-84.597266,Injury,9/22/2019 7:26:00 AM,4 - INJURY POSSIBLE
39.136992,-84.584545,Injury,2/16/2020 2:32:00 AM,4 - INJURY POSSIBLE
39.137501,-84.540941,Injury,5/30/2021 9:23:00 PM,4 - INJURY POSSIBLE
39.086387,-84.575519,Injury,10/18/2020 12:22:00 PM,4 - INJURY POSSIBLE
39.183648,-84.429826,Injury,1/23/2022 7:33:00 PM,4 - INJURY POSSIBLE
39.180221,-84.516841,Injury,9/13/2020 4:03:00 PM,4 - INJURY POSSIBLE
39.186069,-84.465911,Injury,8/1/2021 8:40:00 AM,4 - INJURY POSSIBLE
39.153495,-84.560601,Injury,1/19/2020 3:08:00 AM,4 - INJURY POSSIBLE
39.189053,-84.573181,Injury,2/13/2022 5:55:00 PM,4 - INJURY POSSIBLE
39.125653,-84.560945,Injury,7/4/2021 6:15:00 AM,4 - INJURY POSSIBLE
39.165161,-84.551015,Injury,8/21/2022 6:40:00 PM,4 - INJURY POSSIBLE
39.190179,-84.467609,Injury,10/11/2020 10:01:00 AM,4 - INJURY POSSIBLE
39.158215,-84.535653,Injury,3/7/2021 10:05:00 PM,4 - INJURY POSSIBLE
39.151008,-84.540631,Injury,6/13/2021 1:15:00 AM,4 - INJURY POSSIBLE
39.113335,-84.575578,Injury,4/4/2021 3:30:00 PM,4 - INJURY POSSIBLE
39.19261,-84.4579,Injury,6/9/2019 11:13:00 AM,4 - INJURY POSSIBLE
39.144811,-84.568441,Injury,5/3/2020 5:28:00 PM,4 - INJURY POSSIBLE
39.151231,-84.432945,Injury,1/9/2022 1:35:00 AM,4 - INJURY POSSIBLE
39.157423,-84.602224,Injury,1/16/2022 4:00:00 PM,4 - INJURY POSSIBLE
39.128698,-84.509204,Injury,1/13/2019 6:05:00 PM,4 - INJURY POSSIBLE
39.156884,-84.546661,Injury,4/18/2021 3:34:00 AM,4 - INJURY POSSIBLE
39.113105,-84.568153,Injury,6/7/2020 4:05:00 PM,4 - INJURY POSSIBLE
39.154943,-84.426707,Injury,2/23/2020 11:33:00 AM,4 - INJURY POSSIBLE
39.118351,-84.535591,Injury,1/20/2019 10:50:00 PM,4 - INJURY POSSIBLE
39.165548,-84.511963,Injury,6/7/2020 8:20:00 AM,4 - INJURY POSSIBLE
39.149175,-84.603795,Injury,11/17/2019 6:15:00 PM,4 - INJURY POSSIBLE
39.158491,-84.505351,Injury,7/19/2020 10:10:00 AM,4 - INJURY POSSIBLE
39.134966,-84.521058,Injury,8/22/2021 5:35:00 PM,4 - INJURY POSSIBLE
39.127643,-84.518889,Injury,11/8/2020 3:25:00 PM,4 - INJURY POSSIBLE
39.191944,-84.569465,Injury,3/15/2020 3:40:00 PM,4 - INJURY POSSIBLE
39.124713,-84.508881,Injury,9/20/2020 12:45:00 PM,4 - INJURY POSSIBLE
39.126218,-84.549869,Injury,8/8/2021 1:20:00 PM,4 - INJURY POSSIBLE
39.127168,-84.549989,Injury,8/8/2021 1:20:00 PM,4 - INJURY POSSIBLE
39.142425,-84.580855,Injury,3/8/2020 2:50:00 PM,4 - INJURY POSSIBLE
39.103157,-84.506688,Injury,7/12/2020 1:53:00 PM,4 - INJURY POSSIBLE
39.159575,-84.524668,Injury,1/10/2021 6:50:00 PM,4 - INJURY POSSIBLE
39.113881,-84.581371,Injury,1/5/2020 9:40:00 PM,4 - INJURY POSSIBLE
39.140621,-84.581389,Injury,4/4/2021 8:57:00 PM,4 - INJURY POSSIBLE
39.139949,-84.590374,Injury,12/8/2019 6:35:00 PM,4 - INJURY POSSIBLE
39.202686,-84.504704,Injury,10/25/2020 1:50:00 PM,4 - INJURY POSSIBLE
39.159373,-84.543456,Injury,1/23/2022 12:54:00 PM,4 - INJURY POSSIBLE
39.155611,-84.397771,Injury,10/11/2020 12:35:00 PM,4 - INJURY POSSIBLE
39.201465,-84.562315,Injury,2/17/2019 8:15:00 PM,4 - INJURY POSSIBLE
39.164735,-84.513051,Injury,4/11/2021 1:29:00 PM,4 - INJURY POSSIBLE
39.151925,-84.586515,Injury,5/12/2019 1:30:00 PM,4 - INJURY POSSIBLE
39.153465,-84.586625,Injury,5/12/2019 1:30:00 PM,4 - INJURY POSSIBLE
39.152131,-84.430401,Injury,11/14/2021 5:40:00 PM,4 - INJURY POSSIBLE
39.122568,-84.535433,Injury,2/10/2019 12:00:00 AM,4 - INJURY POSSIBLE
39.163388,-84.402939,Injury,6/6/2021 7:30:00 PM,4 - INJURY POSSIBLE
39.139399,-84.595101,Injury,5/9/2021 6:20:00 PM,4 - INJURY POSSIBLE
39.122099,-84.535195,Injury,6/12/2022 7:40:00 PM,4 - INJURY POSSIBLE
39.133545,-84.519861,Injury,8/22/2021 6:55:00 PM,4 - INJURY POSSIBLE
39.22996,-84.46504,Injury,9/8/2019 5:38:00 PM,4 - INJURY POSSIBLE
39.202425,-84.537881,Injury,11/17/2019 5:30:00 PM,4 - INJURY POSSIBLE
39.130037,-84.505032,Injury,4/18/2021 9:03:00 PM,4 - INJURY POSSIBLE
39.148323,-84.487506,Injury,12/20/2020 4:00:43 PM,4 - INJURY POSSIBLE
39.149973,-84.486863,Injury,2/2/2020 6:05:00 PM,4 - INJURY POSSIBLE
39.102953,-84.565994,Injury,5/31/2020 3:05:00 PM,4 - INJURY POSSIBLE
39.108833,-84.594273,Injury,9/6/2020 11:40:00 AM,4 - INJURY POSSIBLE
39.150103,-84.487133,Injury,2/2/2020 6:05:00 PM,4 - INJURY POSSIBLE
39.103483,-84.565504,Injury,5/31/2020 3:05:00 PM,4 - INJURY POSSIBLE
39.115327,-84.520727,Injury,7/7/2019 4:25:00 PM,4 - INJURY POSSIBLE
39.140501,-84.442511,Injury,1/9/2022 6:52:00 PM,4 - INJURY POSSIBLE
39.137101,-84.547221,Injury,11/24/2019 8:40:00 PM,4 - INJURY POSSIBLE
39.117395,-84.598635,Injury,6/6/2021 9:44:00 PM,4 - INJURY POSSIBLE
39.138011,-84.548211,Injury,10/6/2019 2:43:00 PM,4 - INJURY POSSIBLE
39.148591,-84.609651,Injury,3/28/2021 10:00:00 AM,4 - INJURY POSSIBLE
39.193771,-84.475121,Injury,11/21/2021 12:00:00 AM,4 - INJURY POSSIBLE
39.150351,-84.590781,Injury,6/21/2020 6:29:00 PM,4 - INJURY POSSIBLE
39.167331,-84.547387,Injury,6/5/2022 11:45:00 AM,4 - INJURY POSSIBLE
39.167251,-84.545797,Injury,6/5/2022 11:45:00 AM,4 - INJURY POSSIBLE
39.143351,-84.603989,Injury,5/24/2020 3:00:00 PM,4 - INJURY POSSIBLE
39.126301,-84.556791,Injury,6/23/2019 8:30:00 PM,4 - INJURY POSSIBLE
39.138706,-84.603985,Injury,6/16/2019 7:12:00 PM,4 - INJURY POSSIBLE
39.095126,-84.521652,Injury,10/18/2020 4:36:00 AM,4 - INJURY POSSIBLE
39.133896,-84.520328,Injury,8/22/2021 5:35:00 PM,4 - INJURY POSSIBLE
39.184659,-84.566328,Injury,9/1/2019 3:34:00 PM,4 - INJURY POSSIBLE
39.143777,-84.595604,Injury,4/19/2020 12:57:00 PM,4 - INJURY POSSIBLE
39.143277,-84.594294,Injury,4/19/2020 12:57:00 PM,4 - INJURY POSSIBLE
39.176395,-84.509271,Injury,4/10/2022 5:36:00 PM,4 - INJURY POSSIBLE
39.120151,-84.523751,Injury,7/31/2022 2:51:00 AM,4 - INJURY POSSIBLE
39.114341,-84.582131,Injury,1/5/2020 9:40:00 PM,4 - INJURY POSSIBLE
39.203756,-84.503974,Injury,10/25/2020 1:50:00 PM,4 - INJURY POSSIBLE
39.20044,-84.474943,Injury,6/12/2022 3:50:00 PM,4 - INJURY POSSIBLE
39.20086,-84.476143,Injury,6/12/2022 3:50:00 PM,4 - INJURY POSSIBLE
39.154601,-84.537974,Injury,2/17/2019 12:04:00 PM,4 - INJURY POSSIBLE
39.153831,-84.539354,Injury,2/17/2019 12:04:00 PM,4 - INJURY POSSIBLE
39.087821,-84.565972,Injury,7/17/2022 2:00:00 PM,4 - INJURY POSSIBLE
39.191395,-84.478678,Injury,12/29/2019 2:05:32 PM,4 - INJURY POSSIBLE
39.121284,-84.600601,Injury,5/3/2020 2:51:00 PM,4 - INJURY POSSIBLE
39.142409,-84.535881,Injury,8/21/2022 5:10:00 PM,4 - INJURY POSSIBLE
39.143909,-84.535381,Injury,8/21/2022 5:10:00 PM,4 - INJURY POSSIBLE
39.161641,-84.514113,Injury,11/24/2019 5:35:00 PM,4 - INJURY POSSIBLE
39.133855,-84.520561,Injury,8/22/2021 6:55:00 PM,4 - INJURY POSSIBLE
39.133235,-84.519881,Injury,8/22/2021 6:55:00 PM,4 - INJURY POSSIBLE
39.109808,-84.570962,Injury,11/3/2019 1:30:00 PM,4 - INJURY POSSIBLE
39.151103,-84.486623,Injury,2/2/2020 6:05:00 PM,4 - INJURY POSSIBLE
39.107853,-84.594563,Injury,9/6/2020 11:40:00 AM,4 - INJURY POSSIBLE
39.156151,-84.568291,Injury,5/5/2019 12:46:00 PM,4 - INJURY POSSIBLE
39.142195,-84.618414,Injury,8/25/2019 5:20:00 PM,4 - INJURY POSSIBLE
39.112329,-84.694108,Injury,9/27/2020 9:16:00 PM,4 - INJURY POSSIBLE
39.128571,-84.577835,Injury,11/17/2019 9:20:00 PM,4 - INJURY POSSIBLE
39.129421,-84.578245,Injury,11/17/2019 9:20:00 PM,4 - INJURY POSSIBLE
39.149911,-84.610131,Injury,3/28/2021 10:00:00 AM,4 - INJURY POSSIBLE
39.195471,-84.476311,Injury,11/21/2021 12:00:00 AM,4 - INJURY POSSIBLE
39.201875,-84.546726,Injury,10/6/2019 1:30:32 PM,4 - INJURY POSSIBLE
39.143301,-84.604739,Injury,5/24/2020 3:00:00 PM,4 - INJURY POSSIBLE
39.125051,-84.556871,Injury,6/23/2019 8:30:00 PM,4 - INJURY POSSIBLE
39.138946,-84.604135,Injury,6/16/2019 7:12:00 PM,4 - INJURY POSSIBLE
39.113279,-84.405321,Injury,12/15/2019 9:15:00 AM,4 - INJURY POSSIBLE
39.113259,-84.404311,Injury,12/15/2019 9:15:00 AM,4 - INJURY POSSIBLE
39.192001,-84.571831,Injury,5/22/2022 8:45:00 PM,4 - INJURY POSSIBLE
39.125323,-84.603556,Injury,8/16/2020 12:59:00 PM,4 - INJURY POSSIBLE
39.156328,-84.550843,Injury,8/2/2020 7:21:00 PM,4 - INJURY POSSIBLE
39.109871,-84.504061,Injury,6/30/2019 4:15:00 PM,4 - INJURY POSSIBLE
39.087117,-84.572774,Injury,9/1/2019 8:56:00 PM,4 - INJURY POSSIBLE
39.203476,-84.547338,Injury,2/28/2021 11:40:00 AM,4 - INJURY POSSIBLE
39.148757,-84.603098,Injury,1/24/2021 12:28:00 PM,4 - INJURY POSSIBLE
39.145631,-84.465592,Injury,3/31/2019 9:19:00 PM,4 - INJURY POSSIBLE
39.102369,-84.512272,Injury,1/10/2021 3:03:00 AM,4 - INJURY POSSIBLE
39.123763,-84.603826,Injury,8/16/2020 12:59:00 PM,4 - INJURY POSSIBLE
39.156398,-84.551233,Injury,8/2/2020 7:21:00 PM,4 - INJURY POSSIBLE
39.110911,-84.504801,Injury,6/30/2019 4:15:00 PM,4 - INJURY POSSIBLE
39.132247,-84.521267,Injury,6/13/2021 4:24:00 AM,4 - INJURY POSSIBLE
39.202716,-84.547668,Injury,2/28/2021 11:40:00 AM,4 - INJURY POSSIBLE
39.149047,-84.602038,Injury,1/24/2021 12:28:00 PM,4 - INJURY POSSIBLE
39.136331,-84.605571,Injury,2/6/2022 5:24:00 AM,4 - INJURY POSSIBLE
39.102744,-84.524783,Injury,1/3/2021 1:30:00 PM,4 - INJURY POSSIBLE
39.137191,-84.605541,Injury,2/6/2022 5:24:00 AM,4 - INJURY POSSIBLE
39.190064,-84.488543,Injury,8/4/2019 12:35:00 PM,4 - INJURY POSSIBLE
39.149859,-84.512268,Injury,8/2/2020 7:08:00 PM,4 - INJURY POSSIBLE
39.105481,-84.499451,Injury,9/1/2019 5:30:00 PM,4 - INJURY POSSIBLE
39.144096,-84.499392,Injury,10/20/2019 1:43:00 PM,4 - INJURY POSSIBLE
39.177165,-84.458271,Injury,1/3/2021 6:32:00 AM,4 - INJURY POSSIBLE
39.135706,-84.533615,Injury,7/26/2020 11:14:00 AM,4 - INJURY POSSIBLE
39.160737,-84.538558,Injury,3/27/2022 8:54:00 AM,4 - INJURY POSSIBLE
39.150446,-84.550507,Injury,10/25/2020 11:00:00 AM,4 - INJURY POSSIBLE
39.125302,-84.547509,Injury,6/5/2022 2:15:00 PM,4 - INJURY POSSIBLE
39.144851,-84.618651,Injury,6/21/2020 2:00:00 PM,4 - INJURY POSSIBLE
39.106569,-84.513528,Injury,2/2/2020 4:21:00 PM,4 - INJURY POSSIBLE
39.105639,-84.512748,Injury,2/2/2020 4:21:00 PM,4 - INJURY POSSIBLE
39.107131,-84.559111,Injury,4/24/2022 9:23:00 AM,4 - INJURY POSSIBLE
39.107431,-84.559181,Injury,4/24/2022 9:23:00 AM,4 - INJURY POSSIBLE
39.142014,-84.581325,Injury,6/5/2022 2:06:00 PM,4 - INJURY POSSIBLE
